sick_cd,sick_nm,sickCd,sickEngNm,sickNm
K65,Peritonitis,K65,Peritonitis,복막염
K66,Other disorders of peritoneum,K66,Other disorders of peritoneum,복막의 기타 장애
K67,Disorders of peritoneum in infectious diseases classified elsewhere,K67,Disorders of peritoneum in infectious diseases classified elsewhere,달리 분류된 감염성 질환에서의 복막의 장애
K70,Alcoholic liver disease,K70,Alcoholic liver disease,알코올성 간질환
K71,Toxic liver disease,K71,Toxic liver disease,독성간질환
K72,"Hepatic failure, NEC",K72,"Hepatic failure, NEC",달리 분류되지 않은 간부전
K73,"Chronic hepatitis, NEC",K73,"Chronic hepatitis, NEC",달리 분류되지 않은 만성 간염
K74,Fibrosis and cirrhosis of liver,K74,Fibrosis and cirrhosis of liver,간의 섬유증 및 경변증
K75,Other inflammatory liver diseases,K75,Other inflammatory liver diseases,기타 염증성 간질환
K76,Other diseases of liver,K76,Other diseases of liver,간의 기타 질환
K77,Liver disorders in disease classified elsewhere,K77,Liver disorders in disease classified elsewhere,달리 분류된 질환에서의 간장애
K80,Cholelithiasis,K80,Cholelithiasis,담석증
K81,Cholecystitis,K81,Cholecystitis,담낭염
K82,Other diseases of gallbladder,K82,Other diseases of gallbladder,담낭의 기타 질환
K83,Other diseases of biliary tract,K83,Other diseases of biliary tract,담도의 기타 질환
K85,Acute pancreatitis,K85,Acute pancreatitis,급성 췌장염
K86,Other diseases of pancreas,K86,Other diseases of pancreas,췌장의 기타 질환
K87,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere",K87,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere","달리 분류된 질환에서의 담낭, 담도 및 췌장의 장애"
K90,Intestinal malabsorption,K90,Intestinal malabsorption,장흡수장애
K91,"Postprocedural disorders of digestive system, NEC",K91,"Postprocedural disorders of digestive system, NEC",달리 분류되지 않은 소화계통의 처치후 장애
K92,Other diseases of digestive system,K92,Other diseases of digestive system,소화계통의 기타 질환
K93,Disorders of other digestive organs in diseases classified elsewhere,K93,Disorders of other digestive organs in diseases classified elsewhere,달리 분류된 질환에서의 기타 소화기관장애
L00,Staphylococcal scalded skin syndrome,L00,Staphylococcal scalded skin syndrome,포도알균성 화상피부증후군
L01,Impetigo,L01,Impetigo,농가진
L02,"Cutaneous abscess, furuncle and carbuncle",L02,"Cutaneous abscess, furuncle and carbuncle","피부의 농양, 종기 및 큰종기"
L03,Cellulitis,L03,Cellulitis,연조직염
L04,Acute lymphadenitis,L04,Acute lymphadenitis,급성 림프절염
L05,Pilonidal cyst,L05,Pilonidal cyst,모소낭
L08,Other local infections of skin and subcutaneous tissue,L08,Other local infections of skin and subcutaneous tissue,피부 및 피하조직의 기타 국소감염
L10,Pemphigus,L10,Pemphigus,천포창
L11,Other acantholytic disorders,L11,Other acantholytic disorders,기타 극세포분리장애
L12,Pemphigoid,L12,Pemphigoid,유사천포창
L13,Other bullous disorders,L13,Other bullous disorders,기타 수포성 장애
L14,Bullous disorders in diseases classified elsewhere,L14,Bullous disorders in diseases classified elsewhere,달리 분류된 질환에서의 수포성 장애
L20,Atopic dermatitis,L20,Atopic dermatitis,아토피성 피부염
L21,Seborrhoeic dermatitis,L21,Seborrhoeic dermatitis,지루피부염
L22,Diaper [napkin] dermatitis,L22,Diaper [napkin] dermatitis,기저귀[냅킨]피부염
L23,Allergic contact dermatitis,L23,Allergic contact dermatitis,알레르기성 접촉피부염
L24,Irritant contact dermatitis,L24,Irritant contact dermatitis,자극물접촉피부염
L25,Unspecified contact dermatitis,L25,Unspecified contact dermatitis,상세불명의 접촉피부염
L26,Exfoliative dermatitis,L26,Exfoliative dermatitis,탈락피부염
L27,Dermatitis due to substances taken internally,L27,Dermatitis due to substances taken internally,내부로 섭취된 물질에 의한 피부염
L28,Lichen simplex chronicus and prurigo,L28,Lichen simplex chronicus and prurigo,만성 단순태선 및 가려움발진
L29,Pruritus,L29,Pruritus,가려움
L30,Other dermatitis,L30,Other dermatitis,기타 피부염
L40,Psoriasis,L40,Psoriasis,건선
L41,Parapsoriasis,L41,Parapsoriasis,유사건선
L42,Pityriasis rosea,L42,Pityriasis rosea,장미색잔비늘증(비강진)
L43,Lichen planus,L43,Lichen planus,편평태선
L44,Other papulosquamous disorders,L44,Other papulosquamous disorders,기타 구진비늘장애
L45,Papulosquamous disorders in diseases classified elsewhere,L45,Papulosquamous disorders in diseases classified elsewhere,달리 분류된 질환에서의 구진비늘장애
L50,Urticaria,L50,Urticaria,두드러기
L51,Erythema multiforme,L51,Erythema multiforme,다형홍반
L52,Erythema nodosum,L52,Erythema nodosum,결절홍반
L53,Other erythematous conditions,L53,Other erythematous conditions,기타 홍반성 병태
L54,Erythema in diseases classified elsewhere,L54,Erythema in diseases classified elsewhere,달리 분류된 질환에서의 홍반
L55,Sunburn,L55,Sunburn,일광화상
L56,Other acute skin changes due to ultraviolet radiation,L56,Other acute skin changes due to ultraviolet radiation,자외선에 의한 기타 급성 피부변화
L57,Skin changes due to chronic exposure to nonionizing radiation,L57,Skin changes due to chronic exposure to nonionizing radiation,비이온화방사선 만성 노출에 의한 피부변화
L58,Radiodermatitis,L58,Radiodermatitis,방사선피부염
L59,Other disorders of skin and subcutaneous tissue related to radiation,L59,Other disorders of skin and subcutaneous tissue related to radiation,방사선에 관련된 피부 및 피하조직의 기타 장애
L60,Nail disorders,L60,Nail disorders,손발톱장애
L62,Nail disorders in diseases classified elsewhere,L62,Nail disorders in diseases classified elsewhere,달리 분류된 질환에서의 손발톱장애
L63,Alopecia areata,L63,Alopecia areata,원형 탈모증
L64,Androgenic alopecia,L64,Androgenic alopecia,안드로젠탈모증
L65,Other nonscarring hair loss,L65,Other nonscarring hair loss,기타 비흉터성 모발손실
L66,Cicatricial alopecia [scarring hair loss],L66,Cicatricial alopecia [scarring hair loss],흉터탈모증[흉터성 모발손실]
L67,Hair colour and hair shaft abnormalities,L67,Hair colour and hair shaft abnormalities,모발색 및 모발줄기 이상
L68,Hypertrichosis,L68,Hypertrichosis,털과다증
L70,Acne,L70,Acne,여드름
L71,Rosacea,L71,Rosacea,주사
L72,Follicular cysts of skin and subcutaneous tissue,L72,Follicular cysts of skin and subcutaneous tissue,피부 및 피하조직의 모낭낭
L73,Other follicular disorders,L73,Other follicular disorders,기타 모낭장애
L74,Eccrine sweat disorders,L74,Eccrine sweat disorders,에크린땀샘장애
L75,Apocrine sweat disorders,L75,Apocrine sweat disorders,아포크린땀샘장애
L80,Vitiligo,L80,Vitiligo,백반증
L81,Other disorders of pigmentation,L81,Other disorders of pigmentation,색소침착의 기타 장애
L82,Seborrhoeic keratosis,L82,Seborrhoeic keratosis,지루각화증
L83,Acanthosis nigricans,L83,Acanthosis nigricans,흑색극세포증
L84,Corns and callosities,L84,Corns and callosities,티눈 및 굳은살
L85,Other epidermal thickening,L85,Other epidermal thickening,기타 표피의 비후
L86,Keratoderma in diseases classified elsewhere,L86,Keratoderma in diseases classified elsewhere,달리 분류된 질환에서의 각피증
L87,Transepidermal elimination disorders,L87,Transepidermal elimination disorders,표피경유제거장애
L88,Pyoderma gangrenosum,L88,Pyoderma gangrenosum,괴저성 농피증
L89,Decubitus ulcer and pressure area,L89,Decubitus ulcer and pressure area,욕창궤양 및 압박부위
L90,Atrophic disorders of skin,L90,Atrophic disorders of skin,피부의 위축장애
L91,Hypertrophic disorders of skin,L91,Hypertrophic disorders of skin,피부의 비대성 장애
L92,Granulomatous disorders of skin and subcutaneous tissue,L92,Granulomatous disorders of skin and subcutaneous tissue,피부 및 피하조직의 육아종성 장애
L93,Lupus erythematosus,L93,Lupus erythematosus,홍반루푸스
L94,Other localized connective tissue disorders,L94,Other localized connective tissue disorders,기타 국소적 결합조직장애
L95,"Vasculitis limited to skin, NEC",L95,"Vasculitis limited to skin, NEC",달리 분류되지 않은 피부에 한정된 혈관염
L97,"Ulcer of lower limb, NEC",L97,"Ulcer of lower limb, NEC",달리 분류되지 않은 다리의 궤양
L98,"Other disorders of skin and subcutaneous tissue, NEC",L98,"Other disorders of skin and subcutaneous tissue, NEC",달리 분류되지 않은 피부 및 피하조직의 기타 장애
L99,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,L99,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,달리 분류된 질환에서의 피부 및 피하조직의 기타 장애
M00,Pyogenic arthritis,M00,Pyogenic arthritis,화농성 관절염
M01,Direct infections of joint in infectious and parasitic diseases classified elsewhere,M01,Direct infections of joint in infectious and parasitic diseases classified elsewhere,달리 분류된 감염성 및 기생충성 질환에서의 관절의 직접감염
M02,Reactive arthropathies,M02,Reactive arthropathies,반응성 관절병증
M03,Postinfective and reactive arthropathies in diseases classified elsewhere,M03,Postinfective and reactive arthropathies in diseases classified elsewhere,달리 분류된 질환에서의 감염후 및 반응성 관절병증
M05,Seropositive rheumatoid arthritis,M05,Seropositive rheumatoid arthritis,혈청검사양성 류마티스관절염
M06,Other rheumatoid arthritis,M06,Other rheumatoid arthritis,기타 류마티스관절염
M07,Psoriatic and enteropathic arthropathies,M07,Psoriatic and enteropathic arthropathies,건선성 및 장병성 관절병증
M08,Juvenile arthritis,M08,Juvenile arthritis,연소성 관절염
M09,Juvenile arthritis in diseases classified elsewhere,M09,Juvenile arthritis in diseases classified elsewhere,달리 분류된 질환에서의 연소성 관절염
M10,Gout,M10,Gout,통풍
M11,Other crystal arthropathies,M11,Other crystal arthropathies,기타 결정 관절병증
M12,Other specific arthropathies,M12,Other specific arthropathies,기타 특정 관절병증
M13,Other arthritis,M13,Other arthritis,기타 관절염
M14,Arthropathies in other diseases classified elsewhere,M14,Arthropathies in other diseases classified elsewhere,달리 분류된 기타 질환에서의 관절병증
M15,Polyarthrosis,M15,Polyarthrosis,다발관절증
M16,Coxarthrosis [arthrosis of hip],M16,Coxarthrosis [arthrosis of hip],고관절증
M17,Gonarthrosis[arthrosis of knee],M17,Gonarthrosis[arthrosis of knee],무릎관절증
M18,Arthrosis of first carpometacarpal joint,M18,Arthrosis of first carpometacarpal joint,제1수근중수관절의 관절증
M19,Other arthrosis,M19,Other arthrosis,기타 관절증
M20,Acquired deformities of fingers and toes,M20,Acquired deformities of fingers and toes,손가락 및 발가락의 후천변형
M21,Other acquired deformities of limbs,M21,Other acquired deformities of limbs,사지의 기타 후천변형
M22,Disorders of patella,M22,Disorders of patella,무릎뼈의 장애
M23,Internal derangement of knee,M23,Internal derangement of knee,무릎의 내부장애
M24,Other specific joint derangements,M24,Other specific joint derangements,기타 특정 관절장애
M25,"Other joint disorders, NEC",M25,"Other joint disorders, NEC",달리 분류되지 않은 기타 관절장애
M30,Polyarteritis nodosa and related conditions,M30,Polyarteritis nodosa and related conditions,결절성 다발동맥염 및 관련 병태
M31,Other necrotizing vasculopathies,M31,Other necrotizing vasculopathies,기타 괴사성 혈관병증
M32,Systemic lupus erythematosus,M32,Systemic lupus erythematosus,전신홍반루푸스
M33,Dermatopolymyositis,M33,Dermatopolymyositis,피부다발근염
M34,Systemic sclerosis,M34,Systemic sclerosis,전신경화증
M35,Other systemic involvement of connective tissue,M35,Other systemic involvement of connective tissue,결합조직의 기타 전신침범
M36,Systemic disorders of connective tissue in diseases classified elsewhere,M36,Systemic disorders of connective tissue in diseases classified elsewhere,달리 분류된 질환에서의 결합조직의 전신장애
M40,Kyphosis and lordosis,M40,Kyphosis and lordosis,척주후만증 및 척주전만증
M41,Scoliosis,M41,Scoliosis,척주측만증
M42,Spinal osteochondrosis,M42,Spinal osteochondrosis,척추골연골증
M43,Other deforming dorsopathies,M43,Other deforming dorsopathies,기타 변형성 등병증
M45,Ankylosing spondylitis,M45,Ankylosing spondylitis,강직척추염
M46,Other inflammatory spondylopathies,M46,Other inflammatory spondylopathies,기타 염증성 척추병증
M47,Spondylosis,M47,Spondylosis,척추증
M48,Other spondylopathies,M48,Other spondylopathies,기타 척추병증
M49,Spondylopathies in diseases classified elsewhere,M49,Spondylopathies in diseases classified elsewhere,달리 분류된 질환에서의 척추병증
M50,Cervical disc disorders,M50,Cervical disc disorders,경추간판장애
M51,Other intervertebral disc disorders,M51,Other intervertebral disc disorders,기타 추간판장애
